market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
AK-47 | Wasteland Rebel (Minimal Wear),AK-47 | Wasteland Rebel,Minimal Wear,74.77,83.22,89.92,24
AK-47 | Wasteland Rebel (Well-Worn),AK-47 | Wasteland Rebel,Well-Worn,49.98,55.37,49.98,1
AK-47 | Wild Lotus (Battle-Scarred),AK-47 | Wild Lotus,Battle-Scarred,5599.0,4457.64,5599.0,1
AK-47 | Wild Lotus (Factory New),AK-47 | Wild Lotus,Factory New,,20544.9,,0
AK-47 | Wild Lotus (Field-Tested),AK-47 | Wild Lotus,Field-Tested,9991.0,11537.99,11458.1,2
AK-47 | Wild Lotus (Minimal Wear),AK-47 | Wild Lotus,Minimal Wear,12499.0,14940.19,12499.0,1
AK-47 | Wild Lotus (Well-Worn),AK-47 | Wild Lotus,Well-Worn,,7987.94,,0
AK-47 | Wintergreen (Battle-Scarred),AK-47 | Wintergreen,Battle-Scarred,2.67,2.83,5.63,6
AK-47 | Wintergreen (Factory New),AK-47 | Wintergreen,Factory New,23.99,26.08,39.75,46
AK-47 | Wintergreen (Field-Tested),AK-47 | Wintergreen,Field-Tested,2.38,3.05,4.49,94
AK-47 | Wintergreen (Minimal Wear),AK-47 | Wintergreen,Minimal Wear,9.5,10.46,12.13,60
AK-47 | Wintergreen (Well-Worn),AK-47 | Wintergreen,Well-Worn,3.47,3.52,7.24,5
AK-47 | X-Ray (Battle-Scarred),AK-47 | X-Ray,Battle-Scarred,,410.71,,0
AK-47 | X-Ray (Factory New),AK-47 | X-Ray,Factory New,3898.58,3502.44,4006.23,2
AK-47 | X-Ray (Field-Tested),AK-47 | X-Ray,Field-Tested,856.79,991.1,893.57,3
AK-47 | X-Ray (Minimal Wear),AK-47 | X-Ray,Minimal Wear,1734.77,1797.83,1741.06,2
AK-47 | X-Ray (Well-Worn),AK-47 | X-Ray,Well-Worn,420.0,505.41,444.74,4
AUG | Akihabara Accept (Battle-Scarred),AUG | Akihabara Accept,Battle-Scarred,344.67,279.89,344.67,1
AUG | Akihabara Accept (Factory New),AUG | Akihabara Accept,Factory New,3880.54,4190.1,3954.04,2
AUG | Akihabara Accept (Field-Tested),AUG | Akihabara Accept,Field-Tested,754.67,608.7,754.67,1
AUG | Akihabara Accept (Minimal Wear),AUG | Akihabara Accept,Minimal Wear,1249.34,1407.01,1572.58,4
AUG | Akihabara Accept (Well-Worn),AUG | Akihabara Accept,Well-Worn,400.0,385.96,400.0,1
AUG | Amber Fade (Factory New),AUG | Amber Fade,Factory New,2.0,1.77,5.31,81
AUG | Amber Fade (Field-Tested),AUG | Amber Fade,Field-Tested,1.9,1.36,2.3,30
AUG | Amber Fade (Minimal Wear),AUG | Amber Fade,Minimal Wear,1.57,1.37,3.33,33
AUG | Amber Fade (Well-Worn),AUG | Amber Fade,Well-Worn,5.01,1.83,6.33,4
AUG | Amber Slipstream (Battle-Scarred),AUG | Amber Slipstream,Battle-Scarred,0.15,0.2,0.2,21
AUG | Amber Slipstream (Factory New),AUG | Amber Slipstream,Factory New,0.34,0.45,1.78,53
AUG | Amber Slipstream (Field-Tested),AUG | Amber Slipstream,Field-Tested,0.18,0.26,0.58,68
AUG | Amber Slipstream (Minimal Wear),AUG | Amber Slipstream,Minimal Wear,0.21,0.29,0.61,32
AUG | Amber Slipstream (Well-Worn),AUG | Amber Slipstream,Well-Worn,0.17,0.22,1.44,19
AUG | Anodized Navy (Factory New),AUG | Anodized Navy,Factory New,26.32,30.97,181.35,12
AUG | Anodized Navy (Minimal Wear),AUG | Anodized Navy,Minimal Wear,,37.09,,0
AUG | Arctic Wolf (Battle-Scarred),AUG | Arctic Wolf,Battle-Scarred,1.35,1.54,2.22,19
AUG | Arctic Wolf (Factory New),AUG | Arctic Wolf,Factory New,5.46,6.27,16.06,22
AUG | Arctic Wolf (Field-Tested),AUG | Arctic Wolf,Field-Tested,1.7,1.76,3.74,32
AUG | Arctic Wolf (Minimal Wear),AUG | Arctic Wolf,Minimal Wear,3.0,3.47,5.35,30
AUG | Arctic Wolf (Well-Worn),AUG | Arctic Wolf,Well-Worn,,2.55,,0
AUG | Aristocrat (Battle-Scarred),AUG | Aristocrat,Battle-Scarred,0.46,0.64,1.07,28
AUG | Aristocrat (Factory New),AUG | Aristocrat,Factory New,2.99,3.38,8.58,19
AUG | Aristocrat (Field-Tested),AUG | Aristocrat,Field-Tested,0.6,0.7,1.16,70
AUG | Aristocrat (Minimal Wear),AUG | Aristocrat,Minimal Wear,1.3,1.39,5.49,34
AUG | Aristocrat (Well-Worn),AUG | Aristocrat,Well-Worn,0.62,0.76,0.97,14
AUG | Bengal Tiger (Battle-Scarred),AUG | Bengal Tiger,Battle-Scarred,,9.58,,0
AUG | Bengal Tiger (Factory New),AUG | Bengal Tiger,Factory New,36.47,38.06,41.88,4
AUG | Bengal Tiger (Field-Tested),AUG | Bengal Tiger,Field-Tested,7.76,9.41,10.31,16
AUG | Bengal Tiger (Minimal Wear),AUG | Bengal Tiger,Minimal Wear,12.24,13.63,28.16,14
AUG | Bengal Tiger (Well-Worn),AUG | Bengal Tiger,Well-Worn,,9.33,,0
AUG | Carved Jade (Factory New),AUG | Carved Jade,Factory New,15.09,18.84,32.15,112
AUG | Carved Jade (Field-Tested),AUG | Carved Jade,Field-Tested,11.89,12.25,13.53,3
AUG | Carved Jade (Minimal Wear),AUG | Carved Jade,Minimal Wear,11.91,15.05,16.81,22
AUG | Chameleon (Battle-Scarred),AUG | Chameleon,Battle-Scarred,2.56,3.01,4.36,7
AUG | Chameleon (Factory New),AUG | Chameleon,Factory New,4.9,6.51,25.36,29
AUG | Chameleon (Field-Tested),AUG | Chameleon,Field-Tested,1.96,2.52,6.31,56
AUG | Chameleon (Minimal Wear),AUG | Chameleon,Minimal Wear,2.77,3.09,14.63,34
AUG | Chameleon (Well-Worn),AUG | Chameleon,Well-Worn,2.66,3.01,2.66,1
AUG | Colony (Battle-Scarred),AUG | Colony,Battle-Scarred,,2.8,,0
AUG | Colony (Factory New),AUG | Colony,Factory New,,9.44,,0
AUG | Colony (Field-Tested),AUG | Colony,Field-Tested,5.75,2.97,18.09,4
AUG | Colony (Minimal Wear),AUG | Colony,Minimal Wear,8.88,3.2,13.97,2
AUG | Colony (Well-Worn),AUG | Colony,Well-Worn,,2.99,,0
AUG | Commando Company (Battle-Scarred),AUG | Commando Company,Battle-Scarred,0.03,0.03,0.34,21
AUG | Commando Company (Factory New),AUG | Commando Company,Factory New,0.18,0.08,0.4,85
AUG | Commando Company (Field-Tested),AUG | Commando Company,Field-Tested,0.52,0.04,0.85,13
AUG | Commando Company (Minimal Wear),AUG | Commando Company,Minimal Wear,0.08,0.08,0.59,9
AUG | Commando Company (Well-Worn),AUG | Commando Company,Well-Worn,0.02,0.03,0.06,5
AUG | Condemned (Battle-Scarred),AUG | Condemned,Battle-Scarred,0.1,0.1,0.68,42
AUG | Condemned (Factory New),AUG | Condemned,Factory New,0.3,0.41,1.1,16
AUG | Condemned (Field-Tested),AUG | Condemned,Field-Tested,0.09,0.14,0.81,155
AUG | Condemned (Minimal Wear),AUG | Condemned,Minimal Wear,0.18,0.24,0.73,92
AUG | Condemned (Well-Worn),AUG | Condemned,Well-Worn,0.09,0.12,0.46,34
AUG | Contractor (Battle-Scarred),AUG | Contractor,Battle-Scarred,0.02,0.03,0.04,1598
AUG | Contractor (Factory New),AUG | Contractor,Factory New,0.37,0.31,0.84,44
AUG | Contractor (Field-Tested),AUG | Contractor,Field-Tested,0.02,0.03,0.04,6246
AUG | Contractor (Minimal Wear),AUG | Contractor,Minimal Wear,0.02,0.03,0.08,452
AUG | Contractor (Well-Worn),AUG | Contractor,Well-Worn,0.02,0.03,0.03,1021
AUG | Copperhead (Field-Tested),AUG | Copperhead,Field-Tested,,98.26,,0
AUG | Copperhead (Minimal Wear),AUG | Copperhead,Minimal Wear,,118.84,,0
AUG | Daedalus (Battle-Scarred),AUG | Daedalus,Battle-Scarred,5.75,4.33,5.75,4
AUG | Daedalus (Factory New),AUG | Daedalus,Factory New,5.3,5.05,14.17,18
AUG | Daedalus (Field-Tested),AUG | Daedalus,Field-Tested,4.1,4.31,8.12,21
AUG | Daedalus (Minimal Wear),AUG | Daedalus,Minimal Wear,5.71,4.7,9.13,11
AUG | Daedalus (Well-Worn),AUG | Daedalus,Well-Worn,,4.41,,0
AUG | Death by Puppy (Factory New),AUG | Death by Puppy,Factory New,15.56,14.82,80.39,17
AUG | Death by Puppy (Field-Tested),AUG | Death by Puppy,Field-Tested,5.1,5.33,8.34,13
AUG | Death by Puppy (Minimal Wear),AUG | Death by Puppy,Minimal Wear,6.54,7.9,10.99,24
AUG | Death by Puppy (Well-Worn),AUG | Death by Puppy,Well-Worn,4.94,4.94,5.25,2
AUG | Eye of Zapems (Battle-Scarred),AUG | Eye of Zapems,Battle-Scarred,3.13,3.62,4.39,9
AUG | Eye of Zapems (Factory New),AUG | Eye of Zapems,Factory New,12.11,14.24,20.41,61
AUG | Eye of Zapems (Field-Tested),AUG | Eye of Zapems,Field-Tested,4.26,5.02,8.23,40
AUG | Eye of Zapems (Minimal Wear),AUG | Eye of Zapems,Minimal Wear,8.23,9.29,11.51,34
AUG | Eye of Zapems (Well-Worn),AUG | Eye of Zapems,Well-Worn,3.74,4.18,7.59,10
AUG | Flame Jörmungandr (Battle-Scarred),AUG | Flame Jörmungandr,Battle-Scarred,,412.18,,0
AUG | Flame Jörmungandr (Factory New),AUG | Flame Jörmungandr,Factory New,,501.8,,0
AUG | Flame Jörmungandr (Field-Tested),AUG | Flame Jörmungandr,Field-Tested,334.42,458.26,360.53,2
AUG | Flame Jörmungandr (Minimal Wear),AUG | Flame Jörmungandr,Minimal Wear,375.79,457.43,452.99,3
AUG | Flame Jörmungandr (Well-Worn),AUG | Flame Jörmungandr,Well-Worn,,401.56,,0
AUG | Fleet Flock (Battle-Scarred),AUG | Fleet Flock,Battle-Scarred,2.0,1.75,4.74,16
AUG | Fleet Flock (Factory New),AUG | Fleet Flock,Factory New,17.68,17.77,33.69,15
AUG | Fleet Flock (Field-Tested),AUG | Fleet Flock,Field-Tested,2.45,2.78,4.65,30
AUG | Fleet Flock (Minimal Wear),AUG | Fleet Flock,Minimal Wear,5.6,5.97,8.05,11
AUG | Fleet Flock (Well-Worn),AUG | Fleet Flock,Well-Worn,1.54,1.93,3.23,19
AUG | Hot Rod (Factory New),AUG | Hot Rod,Factory New,580.0,549.18,587.32,2
AUG | Hot Rod (Minimal Wear),AUG | Hot Rod,Minimal Wear,,510.96,,0
AUG | Lil' Pig (Battle-Scarred),AUG | Lil' Pig,Battle-Scarred,20.98,20.28,21.37,4
AUG | Lil' Pig (Factory New),AUG | Lil' Pig,Factory New,78.68,77.73,102.22,4
AUG | Lil' Pig (Field-Tested),AUG | Lil' Pig,Field-Tested,25.58,24.77,30.66,10
AUG | Lil' Pig (Minimal Wear),AUG | Lil' Pig,Minimal Wear,41.3,44.86,59.15,18
AUG | Lil' Pig (Well-Worn),AUG | Lil' Pig,Well-Worn,29.86,20.6,29.86,1
AUG | Luxe Trim (Battle-Scarred),AUG | Luxe Trim,Battle-Scarred,0.05,0.08,0.17,123
AUG | Luxe Trim (Factory New),AUG | Luxe Trim,Factory New,0.55,0.69,2.82,35
AUG | Luxe Trim (Field-Tested),AUG | Luxe Trim,Field-Tested,0.09,0.14,0.19,296
AUG | Luxe Trim (Minimal Wear),AUG | Luxe Trim,Minimal Wear,0.21,0.3,0.84,162
AUG | Luxe Trim (Well-Worn),AUG | Luxe Trim,Well-Worn,0.06,0.08,0.11,71
AUG | Midnight Lily (Battle-Scarred),AUG | Midnight Lily,Battle-Scarred,,621.24,,0
AUG | Midnight Lily (Factory New),AUG | Midnight Lily,Factory New,477.07,528.7,576.3,9
AUG | Midnight Lily (Field-Tested),AUG | Midnight Lily,Field-Tested,683.81,454.25,683.81,1
AUG | Midnight Lily (Minimal Wear),AUG | Midnight Lily,Minimal Wear,,527.35,,0
AUG | Midnight Lily (Well-Worn),AUG | Midnight Lily,Well-Worn,,742.94,,0
AUG | Momentum (Battle-Scarred),AUG | Momentum,Battle-Scarred,1.02,1.37,3.56,45
AUG | Momentum (Factory New),AUG | Momentum,Factory New,15.19,18.01,107.11,9
AUG | Momentum (Field-Tested),AUG | Momentum,Field-Tested,1.43,1.83,3.78,81
AUG | Momentum (Minimal Wear),AUG | Momentum,Minimal Wear,5.21,5.65,14.63,15
AUG | Momentum (Well-Worn),AUG | Momentum,Well-Worn,1.25,1.47,3.83,34
AUG | Navy Murano (Battle-Scarred),AUG | Navy Murano,Battle-Scarred,1.04,1.19,5.14,26
AUG | Navy Murano (Factory New),AUG | Navy Murano,Factory New,8.48,5.7,10.67,14
AUG | Navy Murano (Field-Tested),AUG | Navy Murano,Field-Tested,1.26,1.41,6.67,134
AUG | Navy Murano (Minimal Wear),AUG | Navy Murano,Minimal Wear,1.86,2.02,10.85,12
AUG | Navy Murano (Well-Worn),AUG | Navy Murano,Well-Worn,1.08,1.2,2.44,42
AUG | Plague (Battle-Scarred),AUG | Plague,Battle-Scarred,0.7,0.81,1.01,9
AUG | Plague (Factory New),AUG | Plague,Factory New,1.55,1.99,3.76,13
AUG | Plague (Field-Tested),AUG | Plague,Field-Tested,0.73,1.0,1.59,88
AUG | Plague (Minimal Wear),AUG | Plague,Minimal Wear,1.21,1.52,3.93,25
AUG | Plague (Well-Worn),AUG | Plague,Well-Worn,0.87,0.86,1.26,4
AUG | Radiation Hazard (Battle-Scarred),AUG | Radiation Hazard,Battle-Scarred,,1.94,,0
AUG | Radiation Hazard (Factory New),AUG | Radiation Hazard,Factory New,3.0,2.61,6.99,24
AUG | Radiation Hazard (Field-Tested),AUG | Radiation Hazard,Field-Tested,1.44,1.61,4.13,21
AUG | Radiation Hazard (Minimal Wear),AUG | Radiation Hazard,Minimal Wear,1.65,1.9,4.46,15
AUG | Radiation Hazard (Well-Worn),AUG | Radiation Hazard,Well-Worn,2.65,1.67,2.65,1
AUG | Random Access (Battle-Scarred),AUG | Random Access,Battle-Scarred,25.24,0.59,25.24,1
AUG | Random Access (Factory New),AUG | Random Access,Factory New,5.87,5.25,16.52,15
AUG | Random Access (Field-Tested),AUG | Random Access,Field-Tested,2.29,0.89,5.61,35
AUG | Random Access (Minimal Wear),AUG | Random Access,Minimal Wear,3.53,1.68,5.16,3
AUG | Random Access (Well-Worn),AUG | Random Access,Well-Worn,,0.57,,0
AUG | Ricochet (Battle-Scarred),AUG | Ricochet,Battle-Scarred,0.06,0.08,0.11,21
AUG | Ricochet (Factory New),AUG | Ricochet,Factory New,0.43,0.57,3.1,68
AUG | Ricochet (Field-Tested),AUG | Ricochet,Field-Tested,0.08,0.13,0.47,155
AUG | Ricochet (Minimal Wear),AUG | Ricochet,Minimal Wear,0.22,0.3,1.01,91
AUG | Ricochet (Well-Worn),AUG | Ricochet,Well-Worn,0.12,0.17,0.6,37
AUG | Sand Storm (Battle-Scarred),AUG | Sand Storm,Battle-Scarred,65.0,57.09,65.0,1
AUG | Sand Storm (Factory New),AUG | Sand Storm,Factory New,73.0,90.18,89.29,23
AUG | Sand Storm (Field-Tested),AUG | Sand Storm,Field-Tested,59.4,67.14,72.97,11
AUG | Sand Storm (Minimal Wear),AUG | Sand Storm,Minimal Wear,71.0,70.6,75.0,2
AUG | Sand Storm (Well-Worn),AUG | Sand Storm,Well-Worn,,67.19,,0
AUG | Snake Pit (Battle-Scarred),AUG | Snake Pit,Battle-Scarred,0.02,0.03,0.34,189
AUG | Snake Pit (Factory New),AUG | Snake Pit,Factory New,0.08,0.1,0.71,433
AUG | Snake Pit (Field-Tested),AUG | Snake Pit,Field-Tested,0.02,0.03,0.11,1497
AUG | Snake Pit (Minimal Wear),AUG | Snake Pit,Minimal Wear,0.03,0.05,0.4,373
AUG | Snake Pit (Well-Worn),AUG | Snake Pit,Well-Worn,0.02,0.03,0.17,107
AUG | Spalted Wood (Battle-Scarred),AUG | Spalted Wood,Battle-Scarred,4.63,5.06,5.84,3
AUG | Spalted Wood (Factory New),AUG | Spalted Wood,Factory New,4.62,5.03,6.39,88
AUG | Spalted Wood (Field-Tested),AUG | Spalted Wood,Field-Tested,4.45,4.75,8.11,52
AUG | Spalted Wood (Minimal Wear),AUG | Spalted Wood,Minimal Wear,4.51,4.88,6.25,54
AUG | Spalted Wood (Well-Worn),AUG | Spalted Wood,Well-Worn,4.4,5.04,6.48,4
AUG | Steel Sentinel (Battle-Scarred),AUG | Steel Sentinel,Battle-Scarred,0.05,0.07,0.39,18
AUG | Steel Sentinel (Factory New),AUG | Steel Sentinel,Factory New,2.0,0.65,6.07,12
AUG | Steel Sentinel (Field-Tested),AUG | Steel Sentinel,Field-Tested,0.17,0.08,0.45,69
AUG | Steel Sentinel (Minimal Wear),AUG | Steel Sentinel,Minimal Wear,0.18,0.22,0.32,5
AUG | Steel Sentinel (Well-Worn),AUG | Steel Sentinel,Well-Worn,0.16,0.06,0.54,63
AUG | Storm (Battle-Scarred),AUG | Storm,Battle-Scarred,0.02,0.03,0.04,1108
AUG | Storm (Factory New),AUG | Storm,Factory New,0.92,0.76,2.51,28
AUG | Storm (Field-Tested),AUG | Storm,Field-Tested,0.02,0.03,0.04,5739
AUG | Storm (Minimal Wear),AUG | Storm,Minimal Wear,0.04,0.06,0.69,164
AUG | Storm (Well-Worn),AUG | Storm,Well-Worn,0.02,0.03,0.04,979
AUG | Stymphalian (Battle-Scarred),AUG | Stymphalian,Battle-Scarred,1.12,1.38,2.66,9
AUG | Stymphalian (Factory New),AUG | Stymphalian,Factory New,7.78,9.12,20.75,28
AUG | Stymphalian (Field-Tested),AUG | Stymphalian,Field-Tested,1.4,1.57,6.15,37
AUG | Stymphalian (Minimal Wear),AUG | Stymphalian,Minimal Wear,3.29,3.42,20.29,27
AUG | Stymphalian (Well-Worn),AUG | Stymphalian,Well-Worn,2.18,1.63,5.55,7
AUG | Surveillance (Battle-Scarred),AUG | Surveillance,Battle-Scarred,0.61,0.7,1.02,28
AUG | Surveillance (Factory New),AUG | Surveillance,Factory New,0.65,0.83,3.29,192
AUG | Surveillance (Field-Tested),AUG | Surveillance,Field-Tested,0.68,0.73,1.2,263
AUG | Surveillance (Minimal Wear),AUG | Surveillance,Minimal Wear,0.64,0.75,1.22,215
AUG | Surveillance (Well-Worn),AUG | Surveillance,Well-Worn,0.72,0.72,2.4,37
AUG | Sweeper (Battle-Scarred),AUG | Sweeper,Battle-Scarred,0.02,0.03,0.05,971
AUG | Sweeper (Factory New),AUG | Sweeper,Factory New,0.04,0.06,0.86,329
AUG | Sweeper (Field-Tested),AUG | Sweeper,Field-Tested,0.02,0.03,0.04,5565
AUG | Sweeper (Minimal Wear),AUG | Sweeper,Minimal Wear,0.02,0.03,0.09,580
AUG | Sweeper (Well-Worn),AUG | Sweeper,Well-Worn,0.02,0.03,0.03,369
AUG | Syd Mead (Battle-Scarred),AUG | Syd Mead,Battle-Scarred,1.64,1.7,3.1,17
AUG | Syd Mead (Factory New),AUG | Syd Mead,Factory New,10.78,13.18,26.69,14
AUG | Syd Mead (Field-Tested),AUG | Syd Mead,Field-Tested,1.93,2.12,5.67,35
AUG | Syd Mead (Minimal Wear),AUG | Syd Mead,Minimal Wear,6.95,4.93,26.94,11
AUG | Syd Mead (Well-Worn),AUG | Syd Mead,Well-Worn,1.47,1.83,3.18,11
AUG | Tom Cat (Battle-Scarred),AUG | Tom Cat,Battle-Scarred,0.06,0.08,0.18,134
AUG | Tom Cat (Factory New),AUG | Tom Cat,Factory New,0.24,0.32,1.92,62
AUG | Tom Cat (Field-Tested),AUG | Tom Cat,Field-Tested,0.12,0.17,0.3,236
AUG | Tom Cat (Minimal Wear),AUG | Tom Cat,Minimal Wear,0.11,0.18,0.48,243
AUG | Tom Cat (Well-Worn),AUG | Tom Cat,Well-Worn,0.09,0.12,0.32,29
AUG | Torque (Battle-Scarred),AUG | Torque,Battle-Scarred,210.47,7.12,210.47,1
AUG | Torque (Factory New),AUG | Torque,Factory New,11.76,15.08,33.8,18
AUG | Torque (Field-Tested),AUG | Torque,Field-Tested,9.39,9.85,17.14,6
AUG | Torque (Minimal Wear),AUG | Torque,Minimal Wear,9.9,11.96,28.3,14
AUG | Torque (Well-Worn),AUG | Torque,Well-Worn,8.8,8.53,9.92,3
AUG | Triqua (Battle-Scarred),AUG | Triqua,Battle-Scarred,0.06,0.09,0.3,122
AUG | Triqua (Factory New),AUG | Triqua,Factory New,0.56,0.42,3.66,41
AUG | Triqua (Field-Tested),AUG | Triqua,Field-Tested,0.12,0.17,1.19,144
AUG | Triqua (Minimal Wear),AUG | Triqua,Minimal Wear,0.13,0.19,1.57,59
AUG | Triqua (Well-Worn),AUG | Triqua,Well-Worn,0.06,0.09,0.35,253
AUG | Wings (Factory New),AUG | Wings,Factory New,21.96,26.26,47.13,78
AUG | Wings (Minimal Wear),AUG | Wings,Minimal Wear,22.0,25.4,32.81,20
AWP | Acheron (Battle-Scarred),AWP | Acheron,Battle-Scarred,0.24,0.31,4.3,68
AWP | Acheron (Factory New),AWP | Acheron,Factory New,1.77,2.04,9.88,87
AWP | Acheron (Field-Tested),AWP | Acheron,Field-Tested,0.26,0.35,2.56,100
AWP | Acheron (Minimal Wear),AWP | Acheron,Minimal Wear,0.73,0.88,2.26,109
AWP | Acheron (Well-Worn),AWP | Acheron,Well-Worn,0.58,0.78,1.16,19
AWP | Arsenic Spill (Battle-Scarred),AWP | Arsenic Spill,Battle-Scarred,1.95,2.02,3.24,4
AWP | Arsenic Spill (Factory New),AWP | Arsenic Spill,Factory New,5.76,5.44,11.3,17
AWP | Arsenic Spill (Field-Tested),AWP | Arsenic Spill,Field-Tested,5.0,2.98,5.0,2
AWP | Arsenic Spill (Minimal Wear),AWP | Arsenic Spill,Minimal Wear,4.2,4.15,5.17,20
AWP | Arsenic Spill (Well-Worn),AWP | Arsenic Spill,Well-Worn,4.2,2.23,4.6,2
AWP | Asiimov (Battle-Scarred),AWP | Asiimov,Battle-Scarred,65.01,82.45,300.75,117
AWP | Asiimov (Field-Tested),AWP | Asiimov,Field-Tested,125.0,153.66,194.06,112
AWP | Asiimov (Well-Worn),AWP | Asiimov,Well-Worn,77.44,106.08,127.08,62
AWP | Atheris (Battle-Scarred),AWP | Atheris,Battle-Scarred,2.19,2.81,6.75,210
AWP | Atheris (Factory New),AWP | Atheris,Factory New,13.83,16.84,60.34,180
AWP | Atheris (Field-Tested),AWP | Atheris,Field-Tested,3.32,4.11,7.33,444
AWP | Atheris (Minimal Wear),AWP | Atheris,Minimal Wear,5.95,7.03,10.3,285
AWP | Atheris (Well-Worn),AWP | Atheris,Well-Worn,2.5,3.17,10.31,140
AWP | BOOM (Factory New),AWP | BOOM,Factory New,320.0,406.39,345.42,4
AWP | BOOM (Field-Tested),AWP | BOOM,Field-Tested,116.67,128.99,423.09,17
AWP | BOOM (Minimal Wear),AWP | BOOM,Minimal Wear,125.04,160.31,344.13,50
AWP | Black Nile (Battle-Scarred),AWP | Black Nile,Battle-Scarred,2.36,2.51,9.25,49
AWP | Black Nile (Factory New),AWP | Black Nile,Factory New,5.46,6.39,8.34,372
AWP | Black Nile (Field-Tested),AWP | Black Nile,Field-Tested,1.78,2.0,3.57,202
AWP | Black Nile (Minimal Wear),AWP | Black Nile,Minimal Wear,3.23,3.4,4.77,490
AWP | Black Nile (Well-Worn),AWP | Black Nile,Well-Worn,2.8,2.87,4.29,29
AWP | CMYK (Battle-Scarred),AWP | CMYK,Battle-Scarred,139.99,131.72,139.99,1
AWP | CMYK (Factory New),AWP | CMYK,Factory New,576.51,672.13,834.29,5
AWP | CMYK (Field-Tested),AWP | CMYK,Field-Tested,161.61,205.16,227.05,27
AWP | CMYK (Minimal Wear),AWP | CMYK,Minimal Wear,330.61,314.87,413.77,6
AWP | CMYK (Well-Worn),AWP | CMYK,Well-Worn,,139.85,,0
AWP | Capillary (Battle-Scarred),AWP | Capillary,Battle-Scarred,0.23,0.34,0.44,164
AWP | Capillary (Factory New),AWP | Capillary,Factory New,2.07,2.59,7.4,18
AWP | Capillary (Field-Tested),AWP | Capillary,Field-Tested,0.24,0.34,0.71,699
AWP | Capillary (Minimal Wear),AWP | Capillary,Minimal Wear,0.47,0.67,1.06,215
AWP | Capillary (Well-Worn),AWP | Capillary,Well-Worn,0.45,0.59,0.9,77
AWP | Chromatic Aberration (Battle-Scarred),AWP | Chromatic Aberration,Battle-Scarred,4.96,5.94,8.37,46
AWP | Chromatic Aberration (Factory New),AWP | Chromatic Aberration,Factory New,14.03,17.41,30.9,119
AWP | Chromatic Aberration (Field-Tested),AWP | Chromatic Aberration,Field-Tested,5.17,6.61,7.61,422
AWP | Chromatic Aberration (Minimal Wear),AWP | Chromatic Aberration,Minimal Wear,7.92,10.16,14.0,280
AWP | Chromatic Aberration (Well-Worn),AWP | Chromatic Aberration,Well-Worn,6.77,8.49,9.6,12
AWP | Chrome Cannon (Battle-Scarred),AWP | Chrome Cannon,Battle-Scarred,13.02,15.89,20.3,51
AWP | Chrome Cannon (Factory New),AWP | Chrome Cannon,Factory New,92.93,124.3,131.66,26
AWP | Chrome Cannon (Field-Tested),AWP | Chrome Cannon,Field-Tested,22.55,25.74,29.58,129
AWP | Chrome Cannon (Minimal Wear),AWP | Chrome Cannon,Minimal Wear,39.17,47.23,53.34,66
AWP | Chrome Cannon (Well-Worn),AWP | Chrome Cannon,Well-Worn,14.84,18.82,18.01,81
AWP | Containment Breach (Battle-Scarred),AWP | Containment Breach,Battle-Scarred,50.26,58.64,65.3,19
AWP | Containment Breach (Factory New),AWP | Containment Breach,Factory New,369.0,472.26,460.28,8
AWP | Containment Breach (Field-Tested),AWP | Containment Breach,Field-Tested,69.05,87.98,93.35,56
AWP | Containment Breach (Minimal Wear),AWP | Containment Breach,Minimal Wear,155.55,189.85,197.75,30
AWP | Containment Breach (Well-Worn),AWP | Containment Breach,Well-Worn,46.76,61.78,70.12,22
AWP | Corticera (Factory New),AWP | Corticera,Factory New,49.9,59.94,84.59,16
AWP | Corticera (Field-Tested),AWP | Corticera,Field-Tested,15.27,17.83,30.27,23
AWP | Corticera (Minimal Wear),AWP | Corticera,Minimal Wear,15.26,19.56,33.51,55
AWP | Crakow! (Battle-Scarred),AWP | Crakow!,Battle-Scarred,23.03,25.01,30.74,23
AWP | Crakow! (Factory New),AWP | Crakow!,Factory New,146.49,163.18,225.23,14
AWP | Crakow! (Field-Tested),AWP | Crakow!,Field-Tested,44.1,49.25,67.71,49
AWP | Crakow! (Minimal Wear),AWP | Crakow!,Minimal Wear,67.87,87.2,115.01,35
AWP | Crakow! (Well-Worn),AWP | Crakow!,Well-Worn,27.0,28.64,31.64,22
AWP | Desert Hydra (Battle-Scarred),AWP | Desert Hydra,Battle-Scarred,1469.15,1510.63,1896.64,3
AWP | Desert Hydra (Factory New),AWP | Desert Hydra,Factory New,2720.0,3290.18,3215.23,5
AWP | Desert Hydra (Field-Tested),AWP | Desert Hydra,Field-Tested,1579.0,1946.34,1784.18,15
AWP | Desert Hydra (Minimal Wear),AWP | Desert Hydra,Minimal Wear,2069.98,2403.76,2193.58,6
AWP | Desert Hydra (Well-Worn),AWP | Desert Hydra,Well-Worn,1800.0,1634.48,1800.0,1
AWP | Dragon Lore (Battle-Scarred),AWP | Dragon Lore,Battle-Scarred,4442.57,5545.54,5007.4,4
AWP | Dragon Lore (Factory New),AWP | Dragon Lore,Factory New,12917.9,14071.54,27828.13,6
AWP | Dragon Lore (Field-Tested),AWP | Dragon Lore,Field-Tested,6634.94,8278.5,6916.84,6
AWP | Dragon Lore (Minimal Wear),AWP | Dragon Lore,Minimal Wear,12000.0,10943.14,12880.38,2
